Gene,Genome,Gene_Count,Path,Activity,Trophic_level,Substrate,Product,Enzymatic_Activity,iso_index
ko:K01810,Bifidobacterium_adolescentis_L2,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,25
ko:K01834,Bifidobacterium_adolescentis_L2,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,25
ko:K01902,Bifidobacterium_adolescentis_L2,1,Acetogenesis,Acetate_1,Secondary Fermentation,Acetyl-CoA + Succinate,Acetate,NA,25
ko:K13788,Bifidobacterium_adolescentis_L2,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,25
ko:K00033,Blautia_schinkii_DSM_10518_T506,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,21
ko:K00036,Blautia_schinkii_DSM_10518_T506,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,21
ko:K00134,Blautia_schinkii_DSM_10518_T506,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,21
ko:K00615,Blautia_schinkii_DSM_10518_T506,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,21
ko:K00616,Blautia_schinkii_DSM_10518_T506,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,21
ko:K00625,Blautia_schinkii_DSM_10518_T506,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,21
ko:K00625,Blautia_schinkii_DSM_10518_T506,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,21
ko:K00626,Blautia_schinkii_DSM_10518_T506,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,21
ko:K00850,Blautia_schinkii_DSM_10518_T506,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,21
ko:K00873,Blautia_schinkii_DSM_10518_T506,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,21
ko:K00925,Blautia_schinkii_DSM_10518_T506,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,21
ko:K00925,Blautia_schinkii_DSM_10518_T506,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,21
ko:K00925,Blautia_schinkii_DSM_10518_T506,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,21
ko:K00927,Blautia_schinkii_DSM_10518_T506,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,21
ko:K01026,Blautia_schinkii_DSM_10518_T506,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,21
ko:K01624,Blautia_schinkii_DSM_10518_T506,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,21
ko:K01689,Blautia_schinkii_DSM_10518_T506,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,21
ko:K01699,Blautia_schinkii_DSM_10518_T506,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,21
ko:K01783,Blautia_schinkii_DSM_10518_T506,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,21
ko:K01803,Blautia_schinkii_DSM_10518_T506,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,21
ko:K01807,Blautia_schinkii_DSM_10518_T506,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,21
ko:K01808,Blautia_schinkii_DSM_10518_T506,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,21
ko:K01810,Blautia_schinkii_DSM_10518_T506,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,21
ko:K03778,Blautia_schinkii_DSM_10518_T506,1,lactate,lactate,Primary Fermentation,Pyruvate,Lactate,NA,21
ko:K04041,Blautia_schinkii_DSM_10518_T506,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,21
ko:K06859,Blautia_schinkii_DSM_10518_T506,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,21
ko:K07404,Blautia_schinkii_DSM_10518_T506,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,21
ko:K13920,Blautia_schinkii_DSM_10518_T506,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,21
ko:K13922,Blautia_schinkii_DSM_10518_T506,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,21
ko:K15024,Blautia_schinkii_DSM_10518_T506,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,21
ko:K15024,Blautia_schinkii_DSM_10518_T506,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,21
ko:K15633,Blautia_schinkii_DSM_10518_T506,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,21
ko:K15635,Blautia_schinkii_DSM_10518_T506,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,21
ko:K21071,Blautia_schinkii_DSM_10518_T506,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,21
ko:K24012,Blautia_schinkii_DSM_10518_T506,1,Acetogenesis,Acetate_2,Primary Fermentation,Acetyl-CoA + ADP phosphate,Acetate,NA,21
ko:K00016,Butyrivibrio_fibrosolvens_CF3,1,lactate,lactate,Primary Fermentation,Pyruvate,Lactate,NA,34
ko:K00134,Butyrivibrio_fibrosolvens_CF3,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,34
ko:K00248,Butyrivibrio_fibrosolvens_CF3,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,34
ko:K00615,Butyrivibrio_fibrosolvens_CF3,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,34
ko:K00616,Butyrivibrio_fibrosolvens_CF3,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,34
ko:K00625,Butyrivibrio_fibrosolvens_CF3,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,34
ko:K00625,Butyrivibrio_fibrosolvens_CF3,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,34
ko:K00626,Butyrivibrio_fibrosolvens_CF3,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,34
ko:K00850,Butyrivibrio_fibrosolvens_CF3,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,34
ko:K00873,Butyrivibrio_fibrosolvens_CF3,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,34
ko:K00882,Butyrivibrio_fibrosolvens_CF3,1,fructose,fructose,Sugar,Fructose,"fructose-1,6-bisphosphate",NA,34
ko:K00925,Butyrivibrio_fibrosolvens_CF3,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,34
ko:K00925,Butyrivibrio_fibrosolvens_CF3,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,34
ko:K00927,Butyrivibrio_fibrosolvens_CF3,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,34
ko:K01624,Butyrivibrio_fibrosolvens_CF3,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,34
ko:K01689,Butyrivibrio_fibrosolvens_CF3,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,34
ko:K01783,Butyrivibrio_fibrosolvens_CF3,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,34
ko:K01803,Butyrivibrio_fibrosolvens_CF3,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,34
ko:K01808,Butyrivibrio_fibrosolvens_CF3,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,34
ko:K01810,Butyrivibrio_fibrosolvens_CF3,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,34
ko:K07404,Butyrivibrio_fibrosolvens_CF3,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,34
ko:K15633,Butyrivibrio_fibrosolvens_CF3,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,34
ko:K21071,Butyrivibrio_fibrosolvens_CF3,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,34
ko:K00016,Butyrivibrio_hungatei_DSMZ_10295,1,lactate,lactate,Primary Fermentation,Pyruvate,Lactate,NA,35
ko:K00134,Butyrivibrio_hungatei_DSMZ_10295,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,35
ko:K00248,Butyrivibrio_hungatei_DSMZ_10295,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,35
ko:K00248,Butyrivibrio_hungatei_DSMZ_10295,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,35
ko:K00615,Butyrivibrio_hungatei_DSMZ_10295,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,35
ko:K00616,Butyrivibrio_hungatei_DSMZ_10295,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,35
ko:K00625,Butyrivibrio_hungatei_DSMZ_10295,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,35
ko:K00625,Butyrivibrio_hungatei_DSMZ_10295,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,35
ko:K00626,Butyrivibrio_hungatei_DSMZ_10295,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,35
ko:K00626,Butyrivibrio_hungatei_DSMZ_10295,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,35
ko:K00634,Butyrivibrio_hungatei_DSMZ_10295,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,35
ko:K00634,Butyrivibrio_hungatei_DSMZ_10295,1,Acetogenesis,Acetate_4,Secondary Fermentation,Butyrate,Acetate,NA,35
ko:K00850,Butyrivibrio_hungatei_DSMZ_10295,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,35
ko:K00873,Butyrivibrio_hungatei_DSMZ_10295,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,35
ko:K00882,Butyrivibrio_hungatei_DSMZ_10295,1,fructose,fructose,Sugar,Fructose,"fructose-1,6-bisphosphate",NA,35
ko:K00925,Butyrivibrio_hungatei_DSMZ_10295,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,35
ko:K00925,Butyrivibrio_hungatei_DSMZ_10295,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,35
ko:K00927,Butyrivibrio_hungatei_DSMZ_10295,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,35
ko:K00929,Butyrivibrio_hungatei_DSMZ_10295,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,35
ko:K00929,Butyrivibrio_hungatei_DSMZ_10295,1,Acetogenesis,Acetate_4,Secondary Fermentation,Butyrate,Acetate,NA,35
ko:K01624,Butyrivibrio_hungatei_DSMZ_10295,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,35
ko:K01689,Butyrivibrio_hungatei_DSMZ_10295,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,35
ko:K01783,Butyrivibrio_hungatei_DSMZ_10295,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,35
ko:K01803,Butyrivibrio_hungatei_DSMZ_10295,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,35
ko:K01808,Butyrivibrio_hungatei_DSMZ_10295,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,35
ko:K01810,Butyrivibrio_hungatei_DSMZ_10295,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,35
ko:K03737,Butyrivibrio_hungatei_DSMZ_10295,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,35
ko:K07404,Butyrivibrio_hungatei_DSMZ_10295,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,35
ko:K15633,Butyrivibrio_hungatei_DSMZ_10295,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,35
ko:K21071,Butyrivibrio_hungatei_DSMZ_10295,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,35
ko:K00016,Clostridium_aerotolerans_DSM_5434_T546,1,lactate,lactate,Primary Fermentation,Pyruvate,Lactate,NA,45
ko:K00134,Clostridium_aerotolerans_DSM_5434_T546,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,45
ko:K00615,Clostridium_aerotolerans_DSM_5434_T546,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,45
ko:K00616,Clostridium_aerotolerans_DSM_5434_T546,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,45
ko:K00625,Clostridium_aerotolerans_DSM_5434_T546,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,45
ko:K00625,Clostridium_aerotolerans_DSM_5434_T546,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,45
ko:K00626,Clostridium_aerotolerans_DSM_5434_T546,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,45
ko:K00850,Clostridium_aerotolerans_DSM_5434_T546,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,45
ko:K00873,Clostridium_aerotolerans_DSM_5434_T546,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,45
ko:K00882,Clostridium_aerotolerans_DSM_5434_T546,1,fructose,fructose,Sugar,Fructose,"fructose-1,6-bisphosphate",NA,45
ko:K00925,Clostridium_aerotolerans_DSM_5434_T546,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,45
ko:K00925,Clostridium_aerotolerans_DSM_5434_T546,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,45
ko:K00925,Clostridium_aerotolerans_DSM_5434_T546,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,45
ko:K00927,Clostridium_aerotolerans_DSM_5434_T546,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,45
ko:K01034,Clostridium_aerotolerans_DSM_5434_T546,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,45
ko:K01034,Clostridium_aerotolerans_DSM_5434_T546,1,butyrate,Butyrate_2,Secondary Fermentation,Succinate,Butyrate,NA,45
ko:K01035,Clostridium_aerotolerans_DSM_5434_T546,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,45
ko:K01035,Clostridium_aerotolerans_DSM_5434_T546,1,butyrate,Butyrate_2,Secondary Fermentation,Succinate,Butyrate,NA,45
ko:K01624,Clostridium_aerotolerans_DSM_5434_T546,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,45
ko:K01689,Clostridium_aerotolerans_DSM_5434_T546,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,45
ko:K01783,Clostridium_aerotolerans_DSM_5434_T546,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,45
ko:K01803,Clostridium_aerotolerans_DSM_5434_T546,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,45
ko:K01808,Clostridium_aerotolerans_DSM_5434_T546,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,45
ko:K01810,Clostridium_aerotolerans_DSM_5434_T546,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,45
ko:K03778,Clostridium_aerotolerans_DSM_5434_T546,1,lactate,lactate,Primary Fermentation,Pyruvate,Lactate,NA,45
ko:K04041,Clostridium_aerotolerans_DSM_5434_T546,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,45
ko:K07404,Clostridium_aerotolerans_DSM_5434_T546,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,45
ko:K13922,Clostridium_aerotolerans_DSM_5434_T546,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,45
ko:K15024,Clostridium_aerotolerans_DSM_5434_T546,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,45
ko:K15024,Clostridium_aerotolerans_DSM_5434_T546,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,45
ko:K15633,Clostridium_aerotolerans_DSM_5434_T546,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,45
ko:K18119,Clostridium_aerotolerans_DSM_5434_T546,1,butyrate,Butyrate_2,Secondary Fermentation,Succinate,Butyrate,NA,45
ko:K18120,Clostridium_aerotolerans_DSM_5434_T546,1,butyrate,Butyrate_2,Secondary Fermentation,Succinate,Butyrate,NA,45
ko:K18122,Clostridium_aerotolerans_DSM_5434_T546,1,butyrate,Butyrate_2,Secondary Fermentation,Succinate,Butyrate,NA,45
ko:K21071,Clostridium_aerotolerans_DSM_5434_T546,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,45
ko:K00016,Clostridium_aminophilim_F,1,lactate,lactate,Primary Fermentation,Pyruvate,Lactate,NA,53
ko:K00134,Clostridium_aminophilim_F,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,53
ko:K00248,Clostridium_aminophilim_F,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,53
ko:K00248,Clostridium_aminophilim_F,1,butyrate,Butyrate_2,Secondary Fermentation,Succinate,Butyrate,NA,53
ko:K00615,Clostridium_aminophilim_F,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,53
ko:K00616,Clostridium_aminophilim_F,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,53
ko:K00626,Clostridium_aminophilim_F,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,53
ko:K00850,Clostridium_aminophilim_F,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,53
ko:K00873,Clostridium_aminophilim_F,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,53
ko:K00882,Clostridium_aminophilim_F,1,fructose,fructose,Sugar,Fructose,"fructose-1,6-bisphosphate",NA,53
ko:K00925,Clostridium_aminophilim_F,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,53
ko:K00925,Clostridium_aminophilim_F,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,53
ko:K00925,Clostridium_aminophilim_F,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,53
ko:K00927,Clostridium_aminophilim_F,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,53
ko:K01026,Clostridium_aminophilim_F,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,53
ko:K01026,Clostridium_aminophilim_F,1,butyrate,Butyrate_2,Secondary Fermentation,Succinate,Butyrate,NA,53
ko:K01624,Clostridium_aminophilim_F,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,53
ko:K01783,Clostridium_aminophilim_F,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,53
ko:K01803,Clostridium_aminophilim_F,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,53
ko:K01808,Clostridium_aminophilim_F,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,53
ko:K01810,Clostridium_aminophilim_F,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,53
ko:K04041,Clostridium_aminophilim_F,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,53
ko:K07404,Clostridium_aminophilim_F,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,53
ko:K13922,Clostridium_aminophilim_F,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,53
ko:K15024,Clostridium_aminophilim_F,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,53
ko:K15024,Clostridium_aminophilim_F,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,53
ko:K15633,Clostridium_aminophilim_F,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,53
ko:K18122,Clostridium_aminophilim_F,1,butyrate,Butyrate_2,Secondary Fermentation,Succinate,Butyrate,NA,53
ko:K21071,Clostridium_aminophilim_F,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,53
ko:K00016,Clostridium_butyricum_5001,1,lactate,lactate,Primary Fermentation,Pyruvate,Lactate,NA,54
ko:K00033,Clostridium_butyricum_5001,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,54
ko:K00134,Clostridium_butyricum_5001,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,54
ko:K00248,Clostridium_butyricum_5001,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,54
ko:K00248,Clostridium_butyricum_5001,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,54
ko:K00248,Clostridium_butyricum_5001,1,butyrate,Butyrate_2,Secondary Fermentation,Succinate,Butyrate,NA,54
ko:K00615,Clostridium_butyricum_5001,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,54
ko:K00625,Clostridium_butyricum_5001,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,54
ko:K00625,Clostridium_butyricum_5001,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,54
ko:K00626,Clostridium_butyricum_5001,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,54
ko:K00626,Clostridium_butyricum_5001,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,54
ko:K00632,Clostridium_butyricum_5001,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,54
ko:K00632,Clostridium_butyricum_5001,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,54
ko:K00634,Clostridium_butyricum_5001,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,54
ko:K00634,Clostridium_butyricum_5001,1,Acetogenesis,Acetate_4,Secondary Fermentation,Butyrate,Acetate,NA,54
ko:K00850,Clostridium_butyricum_5001,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,54
ko:K00873,Clostridium_butyricum_5001,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,54
ko:K00925,Clostridium_butyricum_5001,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,54
ko:K00925,Clostridium_butyricum_5001,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,54
ko:K00925,Clostridium_butyricum_5001,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,54
ko:K00927,Clostridium_butyricum_5001,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,54
ko:K00929,Clostridium_butyricum_5001,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,54
ko:K00929,Clostridium_butyricum_5001,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,54
ko:K00929,Clostridium_butyricum_5001,1,Acetogenesis,Acetate_4,Secondary Fermentation,Butyrate,Acetate,NA,54
ko:K01026,Clostridium_butyricum_5001,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,54
ko:K01026,Clostridium_butyricum_5001,1,butyrate,Butyrate_2,Secondary Fermentation,Succinate,Butyrate,NA,54
ko:K01034,Clostridium_butyricum_5001,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,54
ko:K01034,Clostridium_butyricum_5001,1,Acetogenesis,Acetate_4,Secondary Fermentation,Butyrate,Acetate,NA,54
ko:K01034,Clostridium_butyricum_5001,1,butyrate,Butyrate_2,Secondary Fermentation,Succinate,Butyrate,NA,54
ko:K01035,Clostridium_butyricum_5001,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,54
ko:K01035,Clostridium_butyricum_5001,1,Acetogenesis,Acetate_4,Secondary Fermentation,Butyrate,Acetate,NA,54
ko:K01035,Clostridium_butyricum_5001,1,butyrate,Butyrate_2,Secondary Fermentation,Succinate,Butyrate,NA,54
ko:K01623,Clostridium_butyricum_5001,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,54
ko:K01624,Clostridium_butyricum_5001,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,54
ko:K01689,Clostridium_butyricum_5001,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,54
ko:K01783,Clostridium_butyricum_5001,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,54
ko:K01803,Clostridium_butyricum_5001,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,54
ko:K01807,Clostridium_butyricum_5001,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,54
ko:K01808,Clostridium_butyricum_5001,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,54
ko:K01810,Clostridium_butyricum_5001,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,54
ko:K01834,Clostridium_butyricum_5001,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,54
ko:K03737,Clostridium_butyricum_5001,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,54
ko:K03778,Clostridium_butyricum_5001,1,lactate,lactate,Primary Fermentation,Pyruvate,Lactate,NA,54
ko:K04041,Clostridium_butyricum_5001,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,54
ko:K07404,Clostridium_butyricum_5001,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,54
ko:K13922,Clostridium_butyricum_5001,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,54
ko:K15024,Clostridium_butyricum_5001,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,54
ko:K15024,Clostridium_butyricum_5001,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,54
ko:K15633,Clostridium_butyricum_5001,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,54
ko:K18122,Clostridium_butyricum_5001,1,butyrate,Butyrate_2,Secondary Fermentation,Succinate,Butyrate,NA,54
ko:K21071,Clostridium_butyricum_5001,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,54
ko:K00022,Clostridium_cadaveris_AGR2141_G605,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,125
ko:K00134,Clostridium_cadaveris_AGR2141_G605,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,125
ko:K00248,Clostridium_cadaveris_AGR2141_G605,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,125
ko:K00248,Clostridium_cadaveris_AGR2141_G605,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,125
